timestamp,source,sleepTime,isMusic,id,orientation,token,batteryLevel,usingPhone,reachability,username,location.course,location.floor,location.longitude,location.horizontalAccuracy,location.locationName,location.speed,location.verticalAccuracy,location.latitude,location.altitude,rotation.m31,rotation.m21,rotation.m11,rotation.m33,rotation.m23,rotation.m13,rotation.m32,rotation.m22,rotation.m12,attitude.x,attitude.y,attitude.z,rotationRate.x,rotationRate.y,rotationRate.z,acceleration.x,acceleration.y,acceleration.z,accelerometer.x,accelerometer.y,accelerometer.z,gravity.x,gravity.y,gravity.z,gyroscope.x,gyroscope.y,gyroscope.z,magneticField.x,magneticField.y,magneticField.z
25/12/19 12:16,APN,[],Not playing,388641D3-9E99-4055-9F23-35B616426DC5,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.330000013,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.754600048,0.246774644,0.608013868,0.452661872,-0.475049466,0.754602551,0.475053459,0.844647944,0.246766984,-0.495020267,-1.030473926,-0.284251204,-0.000162331,0.002874879,-4.37E-05,-0.003637135,0.002367467,-0.001912773,-0.758239746,0.477416992,-0.454574585,-0.754602551,0.475049496,-0.452661872,-0.008277104,0.010020143,-0.010354636,0,0,0
25/12/19 12:23,APN,[],Not playing,A5DD518D-5B41-4C36-B9D9-2F2DB098F71F,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.330000013,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.754315436,0.246521786,0.608469605,0.453328907,-0.474805057,0.754356086,0.474869668,0.844859242,0.246397302,-0.494742541,-1.029679977,-0.283908106,-0.000709001,0.000385545,-0.000599458,-0.003441095,0.002596676,-0.001764476,-0.757797241,0.477401733,-0.455093384,-0.754356146,0.474805087,-0.453328878,-0.008847287,0.007645935,-0.010942662,0,0,0
25/12/19 12:31,APN,[],Not playing,CFFCAA09-7E04-4CFC-B4B2-285E7309FA3B,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.319999993,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.754504502,0.246299833,0.608325005,0.453210056,-0.474874377,0.754383743,0.47468251,0.844884992,0.246669352,-0.49482127,-1.029811925,-0.283657806,0.000229686,0.001481554,-0.001545952,-0.003565788,0.002756059,-0.002432942,-0.757949829,0.477630615,-0.4556427,-0.754383743,0.474874377,-0.453209996,-0.00761238,0.008657138,-0.01183642,0,0,0
25/12/19 12:33,APN,[],Not playing,DCF24BA3-AD22-434B-8647-9087FDA7536E,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.319999993,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.754217148,0.246684253,0.608525574,0.453198135,-0.475052893,0.75427866,0.475150526,0.844672501,0.246496171,-0.495024156,-1.029762051,-0.284144806,-0.000524104,-0.002578056,0.000995927,-0.003030241,0.002730221,-0.00313133,-0.75730896,0.477783203,-0.456329346,-0.754278719,0.475052893,-0.453198105,-0.008400409,0.004662396,-0.009280317,0,0,0
25/12/19 12:38,APN,[],Not playing,D49A8616-F55A-41EA-B06E-E122F899162C,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.319999993,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.754315197,0.246222138,0.608591259,0.453534395,-0.474811316,0.754228652,0.474673808,0.844943106,0.24648717,-0.494749648,-1.029405191,-0.283554554,-0.001834892,0.00075636,-0.000222302,-0.004346788,0.0024378,-0.002031982,-0.758575439,0.477249146,-0.455566406,-0.754228592,0.474811345,-0.453534395,-0.010002567,0.007700264,-0.010685401,0,0,0
25/12/19 12:43,APN,[],Not playing,5E956484-D7F7-4F16-8BAE-FADE5348E59A,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.310000002,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.754339933,0.246214598,0.608563721,0.453533888,-0.474767208,0.754256845,0.474635124,0.844970107,0.24646914,-0.49469955,-1.029422202,-0.283537743,-2.20E-05,0.000960129,-0.002203993,-0.003906786,0.002543002,-0.001864552,-0.758163452,0.477310181,-0.45539856,-0.754256785,0.474767238,-0.453533888,-0.008173774,0.007945009,-0.012595154,0,0,0
25/12/19 12:48,APN,[],Not playing,2F8C9AB9-76A8-4C49-BE2B-147DA5C754B8,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.310000002,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.75409025,0.246169105,0.608891249,0.453868866,-0.4747774,0.754048645,0.474711299,0.844977617,0.24629657,-0.494711105,-1.028974151,-0.283485757,0.00202214,0.001890923,0.000716283,-0.004359186,0.004058808,-0.002338171,-0.758300781,0.478668213,-0.456298828,-0.754048645,0.4747774,-0.453868866,-0.006127135,0.008878979,-0.009670204,0,0,0
25/12/19 12:52,BACKGROUND,[],Not playing,87EBCBFC-D5FB-462B-AF50-354C1B821476,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.310000002,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.754034281,0.246126726,0.608977854,0.454056263,-0.474620044,0.754035115,0.474621296,0.845078409,0.246124312,-0.494532296,-1.02878373,-0.28340749,-0.001535355,0.000809533,-0.000202169,-0.004372716,0.002232522,-0.002852619,-0.757598877,0.477035522,-0.456832886,-0.754035056,0.474620044,-0.454056293,-0.009599098,0.007804926,-0.010641193,0,0,0
25/12/19 12:53,APN,[],Not playing,913BDA59-A1D0-4423-A409-EB3D39FA9D1C,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.310000002,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.754130781,0.246241316,0.608811915,0.45383364,-0.474661469,0.75414294,0.474680722,0.845021725,0.246204242,-0.4945794,-1.029063704,-0.283550506,-0.000387345,-0.001879841,0.001981308,-0.004081309,0.001504123,-0.003258824,-0.758224487,0.476165771,-0.457092285,-0.75414294,0.474661499,-0.45383361,-0.008522915,0.005144162,-0.008552476,0,0,0
25/12/19 12:58,APN,[],Not playing,5B68D2A6-5F5F-4D6A-9CDA-D63B101D62E9,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.310000002,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.754223764,0.246109381,0.608750045,0.453800142,-0.47467947,0.754151762,0.47456497,0.845050037,0.246330038,-0.494599792,-1.02910142,-0.283397566,0.001207916,-0.000486143,0.001890328,-0.003462851,0.001944363,-0.001628578,-0.757629395,0.4765625,-0.455276489,-0.754151762,0.47467944,-0.453800172,-0.006941796,0.006523946,-0.008647018,0,0,0
25/12/19 1:00,BACKGROUND,[],Not playing,2E09954A-905B-4B8C-A4C8-CDDB3E139046,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.310000002,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.754044414,0.246119335,0.608968258,0.454068005,-0.474585861,0.75404942,0.474593908,0.845099688,0.246103868,-0.494493495,-1.028780741,-0.283392664,0.000894816,-0.001561882,0.00094427,-0.003427446,0.002907455,-0.001055777,-0.757949829,0.477294922,-0.456115723,-0.75404942,0.474585891,-0.454068035,-0.007264304,0.005442702,-0.009599364,0,0,0
25/12/19 1:03,APN,[],Not playing,D463BDD7-C55B-49E5-BF51-5F8EEEB13E65,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.300000012,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.754086137,0.245957687,0.608982027,0.454069942,-0.474690825,0.753982306,0.474525899,0.845087886,0.246275678,-0.494612719,-1.028739549,-0.283220093,-0.000757912,0.000796795,0.001155986,-0.003982544,0.001978368,-0.001359284,-0.757965088,0.476669312,-0.455429077,-0.753982306,0.474690825,-0.454069912,-0.008853412,0.007817177,-0.009085108,0,0,0
25/12/19 1:11,APN,[],Not playing,65F1434B-E610-4429-B1AD-2B4F0DDDB25B,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.300000012,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.75419569,0.246134743,0.608774662,0.453846931,-0.474626809,0.754156828,0.47456494,0.845072269,0.246253952,-0.494539979,-1.029058877,-0.283418188,-0.002093193,0.002979628,0.000854442,-0.003685653,0.002545714,-0.00326103,-0.758010864,0.477142334,-0.457305908,-0.754156828,0.474626809,-0.453846902,-0.009996441,0.010107229,-0.009474995,0,0,0
25/12/19 1:18,APN,[],Not playing,79EB64DF-2D66-49A9-B207-DEB14836A6AC,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.300000012,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753901541,0.246150449,0.609132528,0.454132408,-0.474747539,0.753908932,0.474759221,0.84499985,0.246127978,-0.494677198,-1.028635706,-0.283458334,-0.001768981,-0.002099891,-0.001106961,-0.003385127,0.001494676,-0.001479506,-0.757293701,0.476242065,-0.455612183,-0.753908932,0.474747568,-0.454132408,-0.009723734,0.005047223,-0.011328022,0,0,0
25/12/19 1:26,APN,[],Not playing,0CBD100D-21F8-459D-8FEA-4283749B7402,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.289999992,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753969371,0.246019289,0.609101593,0.454229414,-0.474587768,0.753951013,0.474558681,0.845127761,0.246075377,-0.494495641,-1.028566003,-0.283274626,0.000930961,-0.00059365,0.001965214,-0.003967762,0.002233863,-0.002558053,-0.757919312,0.476821899,-0.456787109,-0.753951073,0.474587768,-0.454229414,-0.007264837,0.006278402,-0.008433432,0,0,0
25/12/19 1:33,APN,[],Not playing,F18566E7-A3CE-4ABA-A0F7-B4C2220923D4,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.289999992,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753956139,0.245775923,0.609216154,0.454523683,-0.474393755,0.7538957,0.474297792,0.845307469,0.245961085,-0.494275219,-1.028247272,-0.282952136,-0.000739482,-0.000797911,-0.001513804,-0.00342828,0.002077103,-0.001286983,-0.757324219,0.476470947,-0.455810547,-0.75389576,0.474393755,-0.454523683,-0.008689894,0.006268548,-0.01184148,0,0,0
25/12/19 1:38,APN,[],Not playing,691EFFA1-BBA1-4525-9C65-B90FDE455DFF,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.289999992,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753631413,0.246309713,0.609402478,0.45452559,-0.47444573,0.753861964,0.474811941,0.845122933,0.24560307,-0.494334312,-1.028225586,-0.283592924,-0.000523154,-0.000487704,0.001231063,-0.00447017,0.001796842,-0.001589477,-0.758331299,0.476242065,-0.456115723,-0.753861964,0.47444576,-0.45452559,-0.00858683,0.00650051,-0.009092298,0,0,0
25/12/19 1:43,APN,[],Not playing,65C7F0F7-2449-4FC5-A13B-6397E5A903E6,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.280000001,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753897727,0.245717973,0.609311938,0.454601526,-0.474455774,0.753809869,0.47431618,0.845289588,0.245987296,-0.494345677,-1.028121155,-0.282894602,4.59E-05,-0.000683489,0.002198982,-0.003468871,0.002305269,-0.002246439,-0.757278442,0.476760864,-0.456848145,-0.753809869,0.474455774,-0.454601526,-0.008191084,0.006544719,-0.008284295,0,0,0
25/12/19 1:48,APN,[],Not playing,99AEF832-63FC-4449-80A8-D2E38EED7ECB,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.280000001,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.754013836,0.245695516,0.609177291,0.454456896,-0.474485219,0.753878534,0.474270165,0.845279574,0.246110365,-0.494379164,-1.028302155,-0.282873268,-0.001862988,0.000560702,0.000724329,-0.003262937,0.001726538,-0.002131641,-0.757141113,0.476211548,-0.456588745,-0.753878534,0.474485248,-0.454456896,-0.009883257,0.007684551,-0.009547698,0,0,0
25/12/19 1:53,APN,[],Not playing,159EEFB4-898C-432D-978D-2DED8512E09A,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.280000001,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753749907,0.246125251,0.609330237,0.454464763,-0.474520862,0.753851235,0.474681735,0.845134497,0.24581486,-0.494419634,-1.028278482,-0.283388074,0.000712114,0.000930878,0.00192487,-0.003701627,0.001461655,-0.001864791,-0.757553101,0.475982666,-0.456329346,-0.753851235,0.474520862,-0.454464734,-0.007211308,0.008007326,-0.008432633,0,0,0
25/12/19 1:58,APN,[],Playing,2677B1A7-1E9D-433C-9EEF-83F014FED229,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.270000011,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753671706,0.24563171,0.609626055,0.454970956,-0.474401772,0.753620803,0.474320829,0.845344901,0.245787963,-0.494284358,-1.027650878,-0.282782959,0.000459161,0.0008271,0.001195746,-0.003337324,0.001428336,-0.002731621,-0.756958008,0.475830078,-0.457702637,-0.753620803,0.474401772,-0.454970956,-0.00746564,0.007901865,-0.00916154,0,0,0
25/12/19 2:03,APN,[],Not playing,2439B1D6-1D71-4AEA-9276-37F6A6F6352F,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.270000011,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753645182,0.245887578,0.609555781,0.454801857,-0.474445373,0.753695488,0.474525243,0.845246077,0.245733351,-0.494333873,-1.027859197,-0.283093402,-0.000279064,-0.001071308,-0.001820043,-0.003415883,0.00204131,-0.002442539,-0.757110596,0.476486206,-0.457244873,-0.753695488,0.474445373,-0.454801828,-0.008403871,0.006027532,-0.012201538,0,0,0
25/12/19 2:08,APN,[],Not playing,E7599BFE-DFDD-48CD-AE48-3544F571A47D,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.270000011,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.75368309,0.245891541,0.609507263,0.454895049,-0.474190831,0.753799438,0.474375665,0.845387757,0.245534748,-0.4940447,-1.027829543,-0.283052766,-0.00061946,0.001459511,-0.001397491,-0.003509402,0.002447933,-0.001998961,-0.75730896,0.476638794,-0.456893921,-0.753799438,0.474190801,-0.454895049,-0.008774051,0.00877192,-0.011748003,0,0,0
25/12/19 2:13,APN,[],Not playing,9B541CE5-810F-4725-A47C-F57FA00B885D,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.270000011,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753836453,0.245786995,0.609359741,0.454675019,-0.474374235,0.753816783,0.474342942,0.845315218,0.245847374,-0.494253019,-1.028053713,-0.282961749,0.000200001,-0.001803069,0.000794643,-0.003583431,0.002279699,-0.002875268,-0.757400513,0.476654053,-0.457550049,-0.753816724,0.474374205,-0.454675019,-0.007929828,0.005602226,-0.00953172,0,0,0
25/12/19 2:18,APN,[],Not playing,6CF30224-7823-4D0F-97D0-43ECD1754320,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.25999999,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753907502,0.245664015,0.609321475,0.454789519,-0.474165589,0.753879011,0.474120229,0.845468044,0.245751604,-0.494016072,-1.027978872,-0.282779166,-0.000239229,-0.001153701,0.000235983,-0.003568232,0.002885729,-0.00304985,-0.757446289,0.477050781,-0.457839966,-0.753878951,0.474165589,-0.45478949,-0.008435297,0.006255765,-0.010055563,0,0,0
25/12/19 2:26,APN,[],Not playing,6AA5182E-55D3-4E24-A19B-593B7F9D295B,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.25999999,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753676176,0.245710492,0.609588981,0.455100447,-0.474064112,0.753755212,0.474189818,0.845511436,0.245467812,-0.493900812,-1.027603892,-0.282816091,-0.000124148,0.000377036,-0.001792439,-0.003751636,0.002284497,-0.002098978,-0.757354736,0.477401733,-0.457550049,-0.753755212,0.474064112,-0.455100447,-0.008428905,0.007617972,-0.012103002,0,0,0
25/12/19 2:33,APN,[],Not playing,3911C607-6D78-4113-B57E-EF9469798988,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.25999999,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753714979,0.245493889,0.609628081,0.455195814,-0.474075943,0.753690064,0.474036306,0.845567703,0.245570391,-0.493914249,-1.027472933,-0.282562034,0.00049217,0.0008216,0.000484006,-0.003573477,0.002730966,-0.001865685,-0.757263184,0.476806641,-0.457061768,-0.753690064,0.474075943,-0.455195785,-0.007836351,0.008062454,-0.009871007,0,0,0
25/12/19 2:38,APN,[],Not playing,B0648309-FE0A-4CF3-8BFD-75B764CF1632,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.25,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753613889,0.245634779,0.609696388,0.455161721,-0.474185616,0.753641784,0.474229902,0.845465302,0.245549306,-0.494038833,-1.027477718,-0.282748143,-0.000539158,-0.002645063,0.001830067,-0.003392875,0.002224505,-0.001823604,-0.757034302,0.476409912,-0.456985474,-0.753641784,0.474185646,-0.455161691,-0.008874718,0.004574512,-0.008582569,0,0,0
25/12/19 2:43,APN,[],Not playing,3891B4E1-BC4E-45AE-ABC4-3699088C2FAA,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.25,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753612518,0.245607719,0.609709084,0.455191612,-0.474168926,0.753634214,0.474203497,0.845482528,0.245540962,-0.494019855,-1.027444206,-0.282713177,-0.000409856,0.00120431,-0.00132121,-0.003384292,0.002301723,-0.002740264,-0.757019043,0.476470947,-0.457931519,-0.753634274,0.474168926,-0.455191612,-0.008617989,0.008258729,-0.01173016,0,0,0
25/12/19 2:48,APN,[],Not playing,9A19BBDF-53A1-4C0C-9F05-289E4CE74CA1,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.25,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753446519,0.245475128,0.60996753,0.455445498,-0.474245727,0.753432453,0.474223435,0.845477939,0.245518193,-0.494107063,-1.027078871,-0.282569973,-0.001747652,-0.00186409,0.001206188,-0.004365683,0.001203477,-0.002180219,-0.757797241,0.475448608,-0.457626343,-0.753432453,0.474245697,-0.455445498,-0.010000437,0.005113003,-0.009176721,0,0,0
25/12/19 2:53,APN,[],Playing,AE822E54-DE80-4DBD-8A77-557F4186E490,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.25,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753464103,0.245359629,0.609992206,0.455565274,-0.474135876,0.753429174,0.474080324,0.845573068,0.245467007,-0.493982303,-1.026960521,-0.28241389,0.001935805,-0.001423019,0.002722188,-0.004413784,0.002304554,-0.002289891,-0.757843018,0.47644043,-0.457855225,-0.753429174,0.474135876,-0.455565274,-0.006316485,0.005794506,-0.007613711,0,0,0
25/12/19 2:58,APN,[],Not playing,8DCD7ECC-4C30-4D62-A932-F17597ADB785,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.239999995,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753467917,0.24553971,0.609915078,0.455498666,-0.474023998,0.75353992,0.474138319,0.845583558,0.245318815,-0.493855235,-1.027090295,-0.282606978,-0.001107604,0.004824926,-0.001823422,-0.003357351,0.002660781,-0.002066493,-0.756896973,0.47668457,-0.457565308,-0.75353986,0.474023998,-0.455498666,-0.009386578,0.011881693,-0.012063321,0,0,0
25/12/19 3:03,APN,[],Not playing,1D498098-397E-478F-B5BD-A7CD763EF257,Portrait,0e77081b0d49a57da167d462458760545225931692ecf57aaba56c60f198d6a6,0.239999995,FALSE,Connected,,0,0,0,0,,0,0,0,0,-0.753438473,0.24544704,0.609988689,0.45561415,-0.473997176,0.753486872,0.474074006,0.84562546,0.245298594,-0.493824817,-1.026946916,-0.282492644,-0.002216445,0.001572394,-0.001277232,-0.003791094,0.002427727,-0.001188576,-0.757278442,0.476425171,-0.456802368,-0.753486872,0.473997205,-0.45561415,-0.010591391,0.008633702,-0.011564777,0,0,0
